file,transit_count,period,radius_earth,semi_major_axis_au,equilibrium_temp_k,size_category,period_category
,1,46.11,2.72,,,Neptune-sized,30-100 days
,1,6.84,117.72,,,Super-Jupiter,3-10 days
,1,6.47,6.64,,,Jupiter-sized,3-10 days
,1,4.88,1550.67,,,Super-Jupiter,3-10 days
,1,38.91,4.39,,,Jupiter-sized,30-100 days
,1,16.53,248.7,,,Super-Jupiter,10-30 days
,1,4.08,86.88,,,Super-Jupiter,3-10 days
,1,34.38,2.22,,,Neptune-sized,30-100 days
,1,8.02,1.97,,,Super-Earth,3-10 days
,1,3.8,199.78,,,Super-Jupiter,3-10 days
,1,7.86,650.6,,,Super-Jupiter,3-10 days
,1,46.36,6.91,,,Jupiter-sized,30-100 days
,1,14.32,237.91,,,Super-Jupiter,10-30 days
,1,82.7,4.39,,,Jupiter-sized,30-100 days
,1,6.46,201.44,,,Super-Jupiter,3-10 days
,1,1.74,111.03,,,Super-Jupiter,<3 days
,1,22.33,1.28,,,Super-Earth,10-30 days
,1,18.14,393.42,,,Super-Jupiter,10-30 days
,1,35.81,1.62,,,Super-Earth,30-100 days
,1,94.05,9.18,,,Jupiter-sized,30-100 days
,1,1.36,119.88,,,Super-Jupiter,<3 days
,1,2.62,770.27,,,Super-Jupiter,<3 days
,1,5.18,247.67,,,Super-Jupiter,3-10 days
,1,20.34,359.86,,,Super-Jupiter,10-30 days
,1,1.17,3.36,,,Neptune-sized,<3 days
,1,71.76,3.35,,,Neptune-sized,30-100 days
,1,9.97,125.4,,,Super-Jupiter,3-10 days
,1,73.3,2.06,,,Neptune-sized,30-100 days
,1,55.32,7.11,,,Jupiter-sized,30-100 days
,1,88.87,5.47,,,Jupiter-sized,30-100 days
,1,98.64,2.79,,,Neptune-sized,30-100 days
,1,5.99,231.92,,,Super-Jupiter,3-10 days
,1,77.43,6.18,,,Jupiter-sized,30-100 days
,1,44.91,9.96,,,Jupiter-sized,30-100 days
,1,25.63,218.26,,,Super-Jupiter,10-30 days
,1,68.53,1.95,,,Super-Earth,30-100 days
,1,23.91,5.0,,,Jupiter-sized,10-30 days
,1,14.81,3.41,,,Neptune-sized,10-30 days
,1,3.83,160.74,,,Super-Jupiter,3-10 days
,1,13.0,2.1,,,Neptune-sized,10-30 days
,1,86.7,4.38,,,Jupiter-sized,30-100 days
,1,4.44,431.68,,,Super-Jupiter,3-10 days
,1,2.74,946.33,,,Super-Jupiter,<3 days
,1,1.81,6.16,,,Jupiter-sized,<3 days
,1,6.99,129.57,,,Super-Jupiter,3-10 days
,1,60.78,8.23,,,Jupiter-sized,30-100 days
,1,44.83,4.25,,,Jupiter-sized,30-100 days
,1,7.19,163.95,,,Super-Jupiter,3-10 days
,1,11.04,138.0,,,Super-Jupiter,10-30 days
,1,20.41,3.87,,,Neptune-sized,10-30 days
,1,10.41,162.66,,,Super-Jupiter,10-30 days
,1,2.2,174.98,,,Super-Jupiter,<3 days
,1,87.01,5.9,,,Jupiter-sized,30-100 days
,1,3.9,240.41,,,Super-Jupiter,3-10 days
,1,18.92,900.99,,,Super-Jupiter,10-30 days
,1,13.85,157.68,,,Super-Jupiter,10-30 days
,1,12.64,172.17,,,Super-Jupiter,10-30 days
,1,9.58,3.3,,,Neptune-sized,3-10 days
,1,9.76,193.63,,,Super-Jupiter,3-10 days
,1,2.01,304.33,,,Super-Jupiter,<3 days
,1,64.54,9.24,,,Jupiter-sized,30-100 days
,1,45.35,6.67,,,Jupiter-sized,30-100 days
,1,7.88,5.7,,,Jupiter-sized,3-10 days
,1,3.36,93.5,,,Super-Jupiter,3-10 days
,1,9.87,194.12,,,Super-Jupiter,3-10 days
,1,93.69,6.84,,,Jupiter-sized,30-100 days
,1,92.9,9.28,,,Jupiter-sized,30-100 days
,1,6.32,105.66,,,Super-Jupiter,3-10 days
,1,13.41,291.92,,,Super-Jupiter,10-30 days
,1,26.74,4.78,,,Jupiter-sized,10-30 days
,1,78.35,4.92,,,Jupiter-sized,30-100 days
,1,13.31,164.93,,,Super-Jupiter,10-30 days
,1,45.42,9.47,,,Jupiter-sized,30-100 days
,1,16.61,5.81,,,Jupiter-sized,10-30 days
,1,64.8,3.86,,,Neptune-sized,30-100 days
,1,43.26,2.46,,,Neptune-sized,30-100 days
,1,40.91,1.59,,,Super-Earth,30-100 days
,1,26.08,4.88,,,Jupiter-sized,10-30 days
,1,43.09,9.29,,,Jupiter-sized,30-100 days
,1,13.25,145.52,,,Super-Jupiter,10-30 days
,1,4.29,98.71,,,Super-Jupiter,3-10 days
,1,12.68,8.94,,,Jupiter-sized,10-30 days
,1,14.52,948.5,,,Super-Jupiter,10-30 days
,1,12.51,240.52,,,Super-Jupiter,10-30 days
,1,5.51,139.5,,,Super-Jupiter,3-10 days
,1,12.46,272.3,,,Super-Jupiter,10-30 days
,1,2.9,174.23,,,Super-Jupiter,<3 days
,1,88.48,8.48,,,Jupiter-sized,30-100 days
,1,24.52,377.34,,,Super-Jupiter,10-30 days
,1,5.32,91.02,,,Super-Jupiter,3-10 days
,1,68.43,9.15,,,Jupiter-sized,30-100 days
,1,14.35,3.41,,,Neptune-sized,10-30 days
,1,2.98,1621.04,,,Super-Jupiter,<3 days
,1,7.22,132.87,,,Super-Jupiter,3-10 days
,1,16.3,6.94,,,Jupiter-sized,10-30 days
,1,7.29,153.89,,,Super-Jupiter,3-10 days
,1,65.06,8.7,,,Jupiter-sized,30-100 days
,1,47.96,5.74,,,Jupiter-sized,30-100 days
,1,8.34,120.57,,,Super-Jupiter,3-10 days
,1,12.16,1455.32,,,Super-Jupiter,10-30 days
,1,87.84,7.73,,,Jupiter-sized,30-100 days
,1,40.81,5.81,,,Jupiter-sized,30-100 days
,1,93.81,2.87,,,Neptune-sized,30-100 days
,1,82.74,2.05,,,Neptune-sized,30-100 days
,1,4.66,90.54,,,Super-Jupiter,3-10 days
,1,37.05,726.88,,,Super-Jupiter,30-100 days
,1,90.29,1.08,,,Earth-sized,30-100 days
,1,23.06,7.74,,,Jupiter-sized,10-30 days
,1,16.39,8.37,,,Jupiter-sized,10-30 days
,1,6.97,791.92,,,Super-Jupiter,3-10 days
,1,6.91,4.87,,,Jupiter-sized,3-10 days
,1,9.6,309.0,,,Super-Jupiter,3-10 days
,1,6.26,135.57,,,Super-Jupiter,3-10 days
,1,7.49,127.31,,,Super-Jupiter,3-10 days
,1,13.62,1112.17,,,Super-Jupiter,10-30 days
,1,66.57,6.86,,,Jupiter-sized,30-100 days
,1,54.3,6.72,,,Jupiter-sized,30-100 days
,1,13.31,182.82,,,Super-Jupiter,10-30 days
,1,99.47,9.14,,,Jupiter-sized,30-100 days
,1,94.33,4.43,,,Jupiter-sized,30-100 days
,1,8.02,434.01,,,Super-Jupiter,3-10 days
,1,4.89,156.63,,,Super-Jupiter,3-10 days
,1,3.91,112.78,,,Super-Jupiter,3-10 days
,1,3.47,184.15,,,Super-Jupiter,3-10 days
,1,10.58,118.26,,,Super-Jupiter,10-30 days
,1,34.32,5.9,,,Jupiter-sized,30-100 days
,1,55.97,3.52,,,Neptune-sized,30-100 days
,1,2.67,257.16,,,Super-Jupiter,<3 days
,1,12.17,252.55,,,Super-Jupiter,10-30 days
,1,2.38,465.42,,,Super-Jupiter,<3 days
,1,47.5,1.15,,,Earth-sized,30-100 days
,1,5.91,128.93,,,Super-Jupiter,3-10 days
,1,10.98,8.46,,,Jupiter-sized,10-30 days
,1,10.06,449.83,,,Super-Jupiter,10-30 days
,1,4.16,1528.91,,,Super-Jupiter,3-10 days
,1,22.97,9.83,,,Jupiter-sized,10-30 days
,1,1.24,184.94,,,Super-Jupiter,<3 days
,1,70.6,9.57,,,Jupiter-sized,30-100 days
,1,12.54,112.5,,,Super-Jupiter,10-30 days
,1,47.65,3.9,,,Neptune-sized,30-100 days
,1,67.72,9.07,,,Jupiter-sized,30-100 days
,1,7.74,201.05,,,Super-Jupiter,3-10 days
,1,57.93,5.67,,,Jupiter-sized,30-100 days
,1,30.87,7.07,,,Jupiter-sized,30-100 days
,1,11.31,275.69,,,Super-Jupiter,10-30 days
,1,1.46,106.85,,,Super-Jupiter,<3 days
,1,11.93,166.49,,,Super-Jupiter,10-30 days
,1,81.2,5.77,,,Jupiter-sized,30-100 days
,1,12.51,158.85,,,Super-Jupiter,10-30 days
,1,7.9,139.81,,,Super-Jupiter,3-10 days
,1,8.95,4.02,,,Jupiter-sized,3-10 days
,1,33.16,762.4,,,Super-Jupiter,30-100 days
,1,24.71,6.28,,,Jupiter-sized,10-30 days
,1,36.12,353.57,,,Super-Jupiter,30-100 days
,1,10.73,499.92,,,Super-Jupiter,10-30 days
,1,3.52,285.47,,,Super-Jupiter,3-10 days
,1,55.91,6.32,,,Jupiter-sized,30-100 days
,1,42.78,2.22,,,Neptune-sized,30-100 days
,1,11.51,133.81,,,Super-Jupiter,10-30 days
,1,2.98,4.17,,,Jupiter-sized,<3 days
,1,2.36,108.95,,,Super-Jupiter,<3 days
,1,4.83,155.51,,,Super-Jupiter,3-10 days
,1,18.19,854.2,,,Super-Jupiter,10-30 days
,1,3.03,123.06,,,Super-Jupiter,3-10 days
,1,90.97,5.41,,,Jupiter-sized,30-100 days
,1,79.88,7.2,,,Jupiter-sized,30-100 days
,1,13.31,210.81,,,Super-Jupiter,10-30 days
,1,13.52,2532.07,,,Super-Jupiter,10-30 days
,1,11.81,261.45,,,Super-Jupiter,10-30 days
,1,29.65,3.26,,,Neptune-sized,10-30 days
,1,88.09,3.66,,,Neptune-sized,30-100 days
,1,57.25,1.86,,,Super-Earth,30-100 days
,1,58.86,9.38,,,Jupiter-sized,30-100 days
,1,4.42,117.08,,,Super-Jupiter,3-10 days
,1,59.16,2.84,,,Neptune-sized,30-100 days
,1,3.1,4.34,,,Jupiter-sized,3-10 days
,1,14.43,3.43,,,Neptune-sized,10-30 days
,1,3.48,699.55,,,Super-Jupiter,3-10 days
,1,7.58,135.78,,,Super-Jupiter,3-10 days
,1,18.23,1640.39,,,Super-Jupiter,10-30 days
,1,7.46,6.33,,,Jupiter-sized,3-10 days
,1,32.77,943.45,,,Super-Jupiter,30-100 days
,1,6.34,429.3,,,Super-Jupiter,3-10 days
,1,4.7,210.09,,,Super-Jupiter,3-10 days
,1,13.3,168.33,,,Super-Jupiter,10-30 days
,1,7.8,161.94,,,Super-Jupiter,3-10 days
,1,7.66,157.81,,,Super-Jupiter,3-10 days
,1,3.56,89.95,,,Super-Jupiter,3-10 days
,1,62.97,2.24,,,Neptune-sized,30-100 days
,1,13.24,133.15,,,Super-Jupiter,10-30 days
,1,32.64,8.53,,,Jupiter-sized,30-100 days
,1,14.89,4423.71,,,Super-Jupiter,10-30 days
,1,76.7,8.54,,,Jupiter-sized,30-100 days
,1,11.26,3845.61,,,Super-Jupiter,10-30 days
,1,82.26,7.47,,,Jupiter-sized,30-100 days
,1,54.5,3.05,,,Neptune-sized,30-100 days
,1,8.66,193.88,,,Super-Jupiter,3-10 days
,1,2.78,77.63,,,Super-Jupiter,<3 days
,1,9.29,191.89,,,Super-Jupiter,3-10 days
,1,82.18,8.71,,,Jupiter-sized,30-100 days
,1,44.63,929.77,,,Super-Jupiter,30-100 days
,1,5.23,112.64,,,Super-Jupiter,3-10 days
,1,9.04,126.4,,,Super-Jupiter,3-10 days
,1,16.47,343.87,,,Super-Jupiter,10-30 days
,1,2.47,7307.2,,,Super-Jupiter,<3 days
,1,9.54,138.1,,,Super-Jupiter,3-10 days
,1,48.67,383.33,,,Super-Jupiter,30-100 days
,1,13.1,3421.33,,,Super-Jupiter,10-30 days
,1,16.06,591.92,,,Super-Jupiter,10-30 days
,1,1.35,67.79,,,Super-Jupiter,<3 days
,1,40.09,248.35,,,Super-Jupiter,30-100 days
,1,17.57,8.62,,,Jupiter-sized,10-30 days
,1,13.35,793.25,,,Super-Jupiter,10-30 days
,1,73.82,6.49,,,Jupiter-sized,30-100 days
,1,71.04,6.5,,,Jupiter-sized,30-100 days
,1,5.25,3429.49,,,Super-Jupiter,3-10 days
,1,11.06,147.39,,,Super-Jupiter,10-30 days
,1,99.23,6.34,,,Jupiter-sized,30-100 days
,1,2.51,1112.94,,,Super-Jupiter,<3 days
,1,13.1,211.51,,,Super-Jupiter,10-30 days
,1,33.15,4.29,,,Jupiter-sized,30-100 days
,1,6.91,215.89,,,Super-Jupiter,3-10 days
,1,68.16,1.82,,,Super-Earth,30-100 days
,1,7.05,1155.28,,,Super-Jupiter,3-10 days
,1,4.12,6.1,,,Jupiter-sized,3-10 days
,1,72.73,2.19,,,Neptune-sized,30-100 days
,1,23.45,5.55,,,Jupiter-sized,10-30 days
,1,4.6,6.33,,,Jupiter-sized,3-10 days
,1,76.07,4.84,,,Jupiter-sized,30-100 days
,1,39.62,8.64,,,Jupiter-sized,30-100 days
,1,11.73,651.5,,,Super-Jupiter,10-30 days
,1,28.88,2.91,,,Neptune-sized,10-30 days
,1,9.57,204.29,,,Super-Jupiter,3-10 days
,1,2.92,132.92,,,Super-Jupiter,<3 days
,1,16.93,9.76,,,Jupiter-sized,10-30 days
,1,13.6,1.4,,,Super-Earth,10-30 days
,1,19.39,828.28,,,Super-Jupiter,10-30 days
,1,32.02,6.71,,,Jupiter-sized,30-100 days
,1,3.07,77.56,,,Super-Jupiter,3-10 days
,1,34.71,9.27,,,Jupiter-sized,30-100 days
,1,88.34,3.71,,,Neptune-sized,30-100 days
,1,76.41,1.84,,,Super-Earth,30-100 days
,1,10.32,376.43,,,Super-Jupiter,10-30 days
,1,7.95,135.51,,,Super-Jupiter,3-10 days
,1,1.39,64.29,,,Super-Jupiter,<3 days
,1,20.98,315.73,,,Super-Jupiter,10-30 days
,1,80.84,6.92,,,Jupiter-sized,30-100 days
,1,8.11,287.68,,,Super-Jupiter,3-10 days
,1,8.38,140.17,,,Super-Jupiter,3-10 days
,1,36.8,241.52,,,Super-Jupiter,30-100 days
,1,8.13,686.26,,,Super-Jupiter,3-10 days
,1,12.96,215.06,,,Super-Jupiter,10-30 days
,1,61.38,7.7,,,Jupiter-sized,30-100 days
,1,44.18,1033.5,,,Super-Jupiter,30-100 days
,1,9.44,2039.12,,,Super-Jupiter,3-10 days
,1,72.7,5.12,,,Jupiter-sized,30-100 days
,1,31.31,8.35,,,Jupiter-sized,30-100 days
,1,5.07,136.74,,,Super-Jupiter,3-10 days
,1,9.81,134.89,,,Super-Jupiter,3-10 days
,1,65.73,4.82,,,Jupiter-sized,30-100 days
,1,1.25,101.31,,,Super-Jupiter,<3 days
,1,8.41,150.6,,,Super-Jupiter,3-10 days
,1,76.32,6.22,,,Jupiter-sized,30-100 days
,1,29.47,269.73,,,Super-Jupiter,10-30 days
,1,1.48,82.53,,,Super-Jupiter,<3 days
,1,70.52,5.34,,,Jupiter-sized,30-100 days
,1,10.01,117.97,,,Super-Jupiter,10-30 days
,1,61.7,6.2,,,Jupiter-sized,30-100 days
,1,9.22,143.98,,,Super-Jupiter,3-10 days
,1,17.17,433.32,,,Super-Jupiter,10-30 days
,1,3.01,172.58,,,Super-Jupiter,3-10 days
,1,58.83,8.95,,,Jupiter-sized,30-100 days
,1,8.54,435.9,,,Super-Jupiter,3-10 days
,1,9.76,119.34,,,Super-Jupiter,3-10 days
,1,12.67,478.73,,,Super-Jupiter,10-30 days
,1,57.21,9.14,,,Jupiter-sized,30-100 days
,1,34.2,6.92,,,Jupiter-sized,30-100 days
,1,23.51,8.11,,,Jupiter-sized,10-30 days
,1,7.79,132.52,,,Super-Jupiter,3-10 days
,1,2.69,149.63,,,Super-Jupiter,<3 days
,1,12.48,343.79,,,Super-Jupiter,10-30 days
,1,4.67,131.06,,,Super-Jupiter,3-10 days
,1,1.86,204.11,,,Super-Jupiter,<3 days
,1,8.18,98.27,,,Super-Jupiter,3-10 days
,1,31.06,2.13,,,Neptune-sized,30-100 days
,1,63.77,4.44,,,Jupiter-sized,30-100 days
,1,70.67,3.77,,,Neptune-sized,30-100 days
,1,94.62,3.56,,,Neptune-sized,30-100 days
,1,6.09,137.46,,,Super-Jupiter,3-10 days
,1,70.96,7.88,,,Jupiter-sized,30-100 days
,1,10.8,723.46,,,Super-Jupiter,10-30 days
,1,3.52,807.32,,,Super-Jupiter,3-10 days
,1,32.9,1.1,,,Earth-sized,30-100 days
,1,28.53,203.55,,,Super-Jupiter,10-30 days
,1,16.6,657.44,,,Super-Jupiter,10-30 days
,1,59.51,4.7,,,Jupiter-sized,30-100 days
,1,12.36,8.88,,,Jupiter-sized,10-30 days
,1,31.49,1.74,,,Super-Earth,30-100 days
,1,53.77,7.85,,,Jupiter-sized,30-100 days
,1,96.87,2.34,,,Neptune-sized,30-100 days
,1,10.97,721.53,,,Super-Jupiter,10-30 days
,1,2.86,100.77,,,Super-Jupiter,<3 days
,1,19.2,1221.48,,,Super-Jupiter,10-30 days
,1,29.27,9.36,,,Jupiter-sized,10-30 days
,1,9.76,117.73,,,Super-Jupiter,3-10 days
,1,21.09,2.67,,,Neptune-sized,10-30 days
,1,60.28,4.68,,,Jupiter-sized,30-100 days
,1,11.11,236.81,,,Super-Jupiter,10-30 days
,1,4.44,119.17,,,Super-Jupiter,3-10 days
,1,43.37,2.73,,,Neptune-sized,30-100 days
,1,23.7,6.89,,,Jupiter-sized,10-30 days
,1,5.48,114.25,,,Super-Jupiter,3-10 days
,1,3.34,88.6,,,Super-Jupiter,3-10 days
,1,30.62,2.69,,,Neptune-sized,30-100 days
,1,7.8,140.74,,,Super-Jupiter,3-10 days
,1,76.82,5.45,,,Jupiter-sized,30-100 days
,1,13.52,506.64,,,Super-Jupiter,10-30 days
,1,2.2,8116.63,,,Super-Jupiter,<3 days
,1,26.77,6.96,,,Jupiter-sized,10-30 days
,1,61.99,9.97,,,Jupiter-sized,30-100 days
,1,7.81,134.45,,,Super-Jupiter,3-10 days
,1,3.2,237.22,,,Super-Jupiter,3-10 days
,1,9.34,151.75,,,Super-Jupiter,3-10 days
,1,5.4,305.42,,,Super-Jupiter,3-10 days
,1,2.14,342.85,,,Super-Jupiter,<3 days
,1,66.94,3.31,,,Neptune-sized,30-100 days
,1,20.06,250.01,,,Super-Jupiter,10-30 days
,1,11.23,198.62,,,Super-Jupiter,10-30 days
,1,1.39,2514.97,,,Super-Jupiter,<3 days
,1,13.29,235.06,,,Super-Jupiter,10-30 days
,1,39.17,1301.0,,,Super-Jupiter,30-100 days
,1,4.81,172.01,,,Super-Jupiter,3-10 days
,1,2.66,4.29,,,Jupiter-sized,<3 days
,1,60.54,6.04,,,Jupiter-sized,30-100 days
,1,4.2,3.48,,,Neptune-sized,3-10 days
,1,3.27,1389.44,,,Super-Jupiter,3-10 days
,1,99.83,6.63,,,Jupiter-sized,30-100 days
,1,7.85,4.73,,,Jupiter-sized,3-10 days
,1,95.49,6.31,,,Jupiter-sized,30-100 days
,1,11.6,6.37,,,Jupiter-sized,10-30 days
,1,8.61,134.85,,,Super-Jupiter,3-10 days
,1,4.64,169.64,,,Super-Jupiter,3-10 days
,1,4.67,219.24,,,Super-Jupiter,3-10 days
,1,10.05,183.76,,,Super-Jupiter,10-30 days
,1,3.32,97.62,,,Super-Jupiter,3-10 days
,1,59.53,9.38,,,Jupiter-sized,30-100 days
,1,13.11,3.3,,,Neptune-sized,10-30 days
,1,91.7,8.68,,,Jupiter-sized,30-100 days
,1,22.76,1.09,,,Earth-sized,10-30 days
,1,10.74,525.74,,,Super-Jupiter,10-30 days
,1,8.93,121.38,,,Super-Jupiter,3-10 days
,1,35.17,8.33,,,Jupiter-sized,30-100 days
,1,18.84,269.43,,,Super-Jupiter,10-30 days
,1,41.8,437.39,,,Super-Jupiter,30-100 days
,1,9.63,98.29,,,Super-Jupiter,3-10 days
,1,69.33,1.66,,,Super-Earth,30-100 days
,1,16.74,1088.6,,,Super-Jupiter,10-30 days
,1,9.51,495.11,,,Super-Jupiter,3-10 days
,1,10.61,124.01,,,Super-Jupiter,10-30 days
,1,47.94,3.73,,,Neptune-sized,30-100 days
,1,28.05,6.62,,,Jupiter-sized,10-30 days
,1,11.18,5.29,,,Jupiter-sized,10-30 days
,1,6.92,144.98,,,Super-Jupiter,3-10 days
,1,58.41,5.81,,,Jupiter-sized,30-100 days
,1,2.49,1109.59,,,Super-Jupiter,<3 days
,1,40.64,7.72,,,Jupiter-sized,30-100 days
,1,8.05,146.49,,,Super-Jupiter,3-10 days
,1,7.96,144.82,,,Super-Jupiter,3-10 days
,1,24.96,1.74,,,Super-Earth,10-30 days
,1,6.11,241.59,,,Super-Jupiter,3-10 days
,1,3.21,1308.91,,,Super-Jupiter,3-10 days
,1,14.5,533.52,,,Super-Jupiter,10-30 days
,1,69.62,3.28,,,Neptune-sized,30-100 days
,1,10.49,4162.99,,,Super-Jupiter,10-30 days
,1,11.48,198.69,,,Super-Jupiter,10-30 days
,1,4.12,393.0,,,Super-Jupiter,3-10 days
,1,10.56,118.07,,,Super-Jupiter,10-30 days
,1,4.58,155.13,,,Super-Jupiter,3-10 days
,1,6.27,574.52,,,Super-Jupiter,3-10 days
,1,51.99,2.72,,,Neptune-sized,30-100 days
,1,3.45,398.48,,,Super-Jupiter,3-10 days
,1,66.55,1.32,,,Super-Earth,30-100 days
,1,45.56,1.61,,,Super-Earth,30-100 days
,1,41.71,852.84,,,Super-Jupiter,30-100 days
,1,12.48,145.96,,,Super-Jupiter,10-30 days
,1,8.33,138.27,,,Super-Jupiter,3-10 days
,1,10.65,170.26,,,Super-Jupiter,10-30 days
,1,4.71,176.74,,,Super-Jupiter,3-10 days
,1,5.86,112.01,,,Super-Jupiter,3-10 days
,1,65.67,9.9,,,Jupiter-sized,30-100 days
,1,49.52,9.03,,,Jupiter-sized,30-100 days
,1,4.94,2358.55,,,Super-Jupiter,3-10 days
,1,40.54,3.61,,,Neptune-sized,30-100 days
,1,12.46,272.3,,,Super-Jupiter,10-30 days
,1,11.66,515.58,,,Super-Jupiter,10-30 days
,1,12.86,1759.5,,,Super-Jupiter,10-30 days
,1,65.08,2.44,,,Neptune-sized,30-100 days
,1,44.91,6.87,,,Jupiter-sized,30-100 days
,1,6.35,135.27,,,Super-Jupiter,3-10 days
,1,68.07,6.97,,,Jupiter-sized,30-100 days
,1,9.9,146.72,,,Super-Jupiter,3-10 days
,1,4.0,702.98,,,Super-Jupiter,3-10 days
,1,14.1,125.7,,,Super-Jupiter,10-30 days
,1,3.58,296.52,,,Super-Jupiter,3-10 days
,1,95.43,9.8,,,Jupiter-sized,30-100 days
,1,92.23,5.03,,,Jupiter-sized,30-100 days
,1,97.32,8.92,,,Jupiter-sized,30-100 days
,1,2.8,97.8,,,Super-Jupiter,<3 days
,1,11.75,278.77,,,Super-Jupiter,10-30 days
,1,1.68,95.16,,,Super-Jupiter,<3 days
,1,37.78,8.37,,,Jupiter-sized,30-100 days
,1,6.75,185.66,,,Super-Jupiter,3-10 days
,1,16.46,456.43,,,Super-Jupiter,10-30 days
,1,8.85,142.26,,,Super-Jupiter,3-10 days
,1,8.73,4.57,,,Jupiter-sized,3-10 days
,1,7.38,204.51,,,Super-Jupiter,3-10 days
,1,8.02,124.12,,,Super-Jupiter,3-10 days
,1,6.77,5.85,,,Jupiter-sized,3-10 days
,1,67.68,6.75,,,Jupiter-sized,30-100 days
,1,73.37,1.94,,,Super-Earth,30-100 days
,1,73.62,8.07,,,Jupiter-sized,30-100 days
,1,69.17,4.23,,,Jupiter-sized,30-100 days
,1,29.99,387.65,,,Super-Jupiter,10-30 days
,1,44.83,4.82,,,Jupiter-sized,30-100 days
,1,3.81,133.17,,,Super-Jupiter,3-10 days
,1,14.1,361.66,,,Super-Jupiter,10-30 days
,1,62.37,7.29,,,Jupiter-sized,30-100 days
,1,87.75,9.6,,,Jupiter-sized,30-100 days
,1,2.19,99.6,,,Super-Jupiter,<3 days
,1,4.76,500.76,,,Super-Jupiter,3-10 days
,1,5.35,160.0,,,Super-Jupiter,3-10 days
,1,65.91,5.27,,,Jupiter-sized,30-100 days
,1,2.74,940.0,,,Super-Jupiter,<3 days
,1,43.1,8.19,,,Jupiter-sized,30-100 days
,1,40.18,9.25,,,Jupiter-sized,30-100 days
,1,1.28,84.46,,,Super-Jupiter,<3 days
,1,43.86,7.3,,,Jupiter-sized,30-100 days
,1,23.58,8.73,,,Jupiter-sized,10-30 days
,1,2.19,218.07,,,Super-Jupiter,<3 days
,1,8.0,242.71,,,Super-Jupiter,3-10 days
,1,5.53,129.27,,,Super-Jupiter,3-10 days
,1,8.81,238.4,,,Super-Jupiter,3-10 days
,1,45.52,832.15,,,Super-Jupiter,30-100 days
,1,82.82,2.34,,,Neptune-sized,30-100 days
,1,14.84,330.0,,,Super-Jupiter,10-30 days
,1,11.84,203.01,,,Super-Jupiter,10-30 days
,1,3.04,127.86,,,Super-Jupiter,3-10 days
,1,11.41,137.75,,,Super-Jupiter,10-30 days
,1,12.71,167.6,,,Super-Jupiter,10-30 days
,1,11.63,127.92,,,Super-Jupiter,10-30 days
,1,76.21,8.02,,,Jupiter-sized,30-100 days
,1,4.41,8.88,,,Jupiter-sized,3-10 days
,1,9.87,179.24,,,Super-Jupiter,3-10 days
,1,2.0,619.78,,,Super-Jupiter,<3 days
,1,7.34,125.09,,,Super-Jupiter,3-10 days
,1,15.02,594.95,,,Super-Jupiter,10-30 days
,1,6.76,95.91,,,Super-Jupiter,3-10 days
,1,12.45,381.93,,,Super-Jupiter,10-30 days
,1,10.18,556.05,,,Super-Jupiter,10-30 days
,1,3.05,3429.99,,,Super-Jupiter,3-10 days
,1,63.79,4.74,,,Jupiter-sized,30-100 days
,1,60.06,8.3,,,Jupiter-sized,30-100 days
,1,20.12,3.79,,,Neptune-sized,10-30 days
,1,24.35,312.12,,,Super-Jupiter,10-30 days
,1,56.74,2.17,,,Neptune-sized,30-100 days
,1,11.48,324.7,,,Super-Jupiter,10-30 days
,1,23.82,2.03,,,Neptune-sized,10-30 days
,1,56.97,2.79,,,Neptune-sized,30-100 days
,1,12.14,191.01,,,Super-Jupiter,10-30 days
,1,12.09,310.8,,,Super-Jupiter,10-30 days
,1,16.25,1005.49,,,Super-Jupiter,10-30 days
,1,12.9,152.95,,,Super-Jupiter,10-30 days
,1,12.93,525.61,,,Super-Jupiter,10-30 days
,1,91.7,8.86,,,Jupiter-sized,30-100 days
,1,74.1,5.37,,,Jupiter-sized,30-100 days
,1,12.91,7.98,,,Jupiter-sized,10-30 days
,1,12.18,779.02,,,Super-Jupiter,10-30 days
,1,90.9,3.23,,,Neptune-sized,30-100 days
,1,54.05,7.57,,,Jupiter-sized,30-100 days
,1,77.34,9.26,,,Jupiter-sized,30-100 days
,1,9.28,325.68,,,Super-Jupiter,3-10 days
,1,46.19,5.74,,,Jupiter-sized,30-100 days
,1,41.51,8.91,,,Jupiter-sized,30-100 days
,1,5.4,4198.36,,,Super-Jupiter,3-10 days
,1,68.42,6.58,,,Jupiter-sized,30-100 days
,1,11.03,145.71,,,Super-Jupiter,10-30 days
,1,6.18,262.22,,,Super-Jupiter,3-10 days
,1,5.38,4413.89,,,Super-Jupiter,3-10 days
,1,6.03,270.03,,,Super-Jupiter,3-10 days
,1,7.11,150.41,,,Super-Jupiter,3-10 days
,1,43.21,2.98,,,Neptune-sized,30-100 days
,1,11.15,2613.06,,,Super-Jupiter,10-30 days
,1,2.36,116.7,,,Super-Jupiter,<3 days
,1,1.43,99.45,,,Super-Jupiter,<3 days
,1,4.8,126.61,,,Super-Jupiter,3-10 days
,1,4.86,140.72,,,Super-Jupiter,3-10 days
,1,78.22,1.24,,,Earth-sized,30-100 days
,1,12.77,356.91,,,Super-Jupiter,10-30 days
,1,70.89,5.66,,,Jupiter-sized,30-100 days
,1,2.21,1391.25,,,Super-Jupiter,<3 days
,1,10.94,284.3,,,Super-Jupiter,10-30 days
